Index,Pairname,NCC_Before,NCC_After,NCC_Delta,SSIM_Before,SSIM_After,SSIM_Delta,NCC_HeartROI_Before,NCC_HeartROI_After,NCC_HeartROI_Delta,SSIM_HeartROI_Before,SSIM_HeartROI_After,SSIM_HeartROI_Delta,NCC_LiverROI_Before,NCC_LiverROI_After,NCC_LiverROI_Delta,SSIM_LiverROI_Before,SSIM_LiverROI_After,SSIM_LiverROI_Delta,Dice_Heart_Before,Dice_Heart_After,Dice_Heart_Delta,Dice_Heart_Cov,Dice_Heart_Rec,Dice_Heart_IoU,Dice_Liver_Before,Dice_Liver_After,Dice_Liver_Delta,Dice_Liver_Cov,Dice_Liver_Rec,Dice_Liver_IoU,Min_Jac,N_Foldings,Jac_Neg_Ratio,Method,Phase
55,block5_slice08_phase02,0.5087,0.8502,0.3415,0.8373,0.9719,0.1347,0.0834,0.8737,0.7903,0.9009,0.9812,0.0803,0.8321,0.9901,0.158,0.683,0.956,0.273,0.5018,0.8056,0.3038,0.991,0.802,0.675,0.8929,0.9799,0.087,0.98,0.97,0.961,-0.9192,965,0.37,MotionFiLM,2
56,block5_slice08_phase03,0.3495,0.7863,0.4368,0.7923,0.9331,0.1407,-0.1448,0.7426,0.8873,0.8971,0.9662,0.0691,0.7148,0.9599,0.2451,0.617,0.8797,0.2627,0.3034,0.6762,0.3728,0.93,0.653,0.511,0.8305,0.952,0.1214,0.973,0.939,0.908,-1.6175,3336,1.27,MotionFiLM,3
57,block5_slice08_phase04,0.3045,0.7174,0.4129,0.7776,0.8988,0.1211,-0.2628,0.488,0.7508,0.8696,0.9398,0.0702,0.6729,0.9341,0.2612,0.5885,0.8163,0.2278,0.2492,0.5475,0.2983,0.68,0.46,0.377,0.8122,0.9402,0.1281,0.973,0.928,0.887,-1.9591,4699,1.79,MotionFiLM,4
58,block5_slice08_phase05,0.3236,0.7567,0.4331,0.7845,0.9156,0.1311,-0.1954,0.7223,0.9176,0.8895,0.9598,0.0703,0.6929,0.9468,0.2539,0.6049,0.8443,0.2393,0.2753,0.6512,0.3758,0.895,0.617,0.483,0.8191,0.9448,0.1257,0.97,0.931,0.895,-1.9992,4043,1.54,MotionFiLM,5
59,block5_slice08_phase06,0.3853,0.808,0.4227,0.8023,0.9482,0.1459,-0.1339,0.794,0.9279,0.8908,0.9705,0.0797,0.7423,0.9722,0.2299,0.6298,0.9093,0.2795,0.3325,0.7132,0.3807,0.934,0.69,0.554,0.8466,0.9606,0.114,0.979,0.951,0.924,-1.7927,2946,1.12,MotionFiLM,6
60,block5_slice08_phase07,0.4977,0.8485,0.3508,0.8358,0.9703,0.1345,-0.0657,0.8987,0.9644,0.8738,0.9769,0.103,0.8329,0.9901,0.1572,0.6866,0.9551,0.2684,0.4469,0.808,0.3611,0.889,0.763,0.678,0.8942,0.98,0.0858,0.978,0.969,0.961,-0.9327,1082,0.41,MotionFiLM,7
61,block5_slice08_phase08,0.698,0.8833,0.1853,0.9093,0.9883,0.079,0.6245,0.9741,0.3497,0.9531,0.9956,0.0425,0.9361,0.9968,0.0607,0.817,0.9804,0.1634,0.7315,0.8934,0.1619,1.027,0.905,0.807,0.9373,0.9748,0.0375,0.952,0.951,0.951,-0.4653,24,0.01,MotionFiLM,8
62,block5_slice08_phase09,0.8321,0.8919,0.0599,0.9782,0.9933,0.0151,0.7635,0.9777,0.2142,0.958,0.9934,0.0355,0.992,0.999,0.0069,0.9669,0.992,0.0252,0.7949,0.9227,0.1277,1.059,0.95,0.856,0.9821,0.9944,0.0123,0.994,0.991,0.989,-0.2935,129,0.05,MotionFiLM,9
63,block5_slice09_phase01,0.7291,0.8753,0.1463,0.9312,0.9886,0.0574,0.3325,0.9555,0.623,0.8878,0.987,0.0992,0.9659,0.9975,0.0316,0.8838,0.9835,0.0997,0.5846,0.8808,0.2962,0.957,0.862,0.787,0.961,0.9901,0.0291,0.986,0.983,0.98,-0.2842,45,0.02,MotionFiLM,1
64,block5_slice09_phase02,0.512,0.8466,0.3346,0.8415,0.9729,0.1315,0.0382,0.9105,0.8723,0.8911,0.9854,0.0944,0.8435,0.9902,0.1467,0.6922,0.9573,0.2652,0.49,0.8043,0.3143,0.933,0.777,0.673,0.8954,0.982,0.0865,0.984,0.974,0.965,-0.7642,919,0.35,MotionFiLM,2
65,block5_slice09_phase03,0.3598,0.7767,0.4169,0.7993,0.9319,0.1325,-0.1515,0.7592,0.9107,0.891,0.9651,0.074,0.7261,0.9603,0.2342,0.6253,0.8758,0.2505,0.3172,0.6551,0.338,0.897,0.622,0.487,0.8351,0.9513,0.1162,0.962,0.933,0.907,-2.0151,3179,1.21,MotionFiLM,3
66,block5_slice09_phase04,0.3142,0.7044,0.3901,0.7852,0.9005,0.1154,-0.2438,0.5118,0.7555,0.868,0.9528,0.0849,0.6729,0.9374,0.2645,0.5916,0.8132,0.2216,0.2715,0.5706,0.2992,0.526,0.435,0.399,0.8123,0.9423,0.13,0.957,0.922,0.891,-1.4657,4698,1.79,MotionFiLM,4
67,block5_slice09_phase05,0.3358,0.7413,0.4055,0.792,0.9144,0.1224,-0.1884,0.7053,0.8937,0.8854,0.9548,0.0694,0.6987,0.9484,0.2497,0.6114,0.8399,0.2285,0.2914,0.6279,0.3365,0.828,0.574,0.458,0.821,0.9441,0.1231,0.954,0.922,0.894,-1.9409,3814,1.45,MotionFiLM,5
68,block5_slice09_phase06,0.3975,0.8051,0.4076,0.8087,0.9486,0.1399,-0.1426,0.8493,0.9918,0.8847,0.974,0.0893,0.7558,0.9735,0.2177,0.6385,0.9094,0.271,0.3493,0.7012,0.352,0.885,0.661,0.54,0.8509,0.9593,0.1084,0.967,0.943,0.922,-2.143,2579,0.98,MotionFiLM,6
69,block5_slice09_phase07,0.5052,0.8445,0.3392,0.8405,0.9714,0.1308,-0.0848,0.9295,1.0143,0.8672,0.9801,0.1129,0.8436,0.99,0.1464,0.6963,0.9568,0.2604,0.4341,0.7928,0.3587,0.806,0.716,0.657,0.897,0.9835,0.0865,0.99,0.978,0.967,-0.7402,1178,0.45,MotionFiLM,7
70,block5_slice09_phase08,0.6915,0.8754,0.1839,0.9096,0.9885,0.0789,0.5642,0.972,0.4078,0.9437,0.9953,0.0516,0.9392,0.9965,0.0573,0.8203,0.9802,0.1599,0.7285,0.8952,0.1667,1.011,0.9,0.81,0.9436,0.9867,0.043,0.979,0.976,0.974,-0.54,29,0.01,MotionFiLM,8
71,block5_slice09_phase09,0.8279,0.8841,0.0562,0.9775,0.9938,0.0163,0.7286,0.9762,0.2476,0.9495,0.9932,0.0437,0.992,0.999,0.0069,0.9663,0.9925,0.0262,0.7808,0.9306,0.1499,1.043,0.951,0.87,0.9828,0.9947,0.0119,0.993,0.991,0.99,-0.156,95,0.04,MotionFiLM,9
72,block5_slice10_phase01,0.7179,0.8643,0.1465,0.9312,0.9899,0.0587,0.3016,0.9698,0.6682,0.876,0.9893,0.1133,0.9672,0.9976,0.0304,0.8868,0.9849,0.0982,0.5708,0.8662,0.2954,0.894,0.82,0.764,0.9607,0.9895,0.0288,0.985,0.982,0.979,-0.333,48,0.02,MotionFiLM,1
73,block5_slice10_phase02,0.5098,0.839,0.3292,0.8468,0.9748,0.128,0.0183,0.9506,0.9323,0.8819,0.9891,0.1072,0.853,0.9905,0.1375,0.7031,0.9594,0.2563,0.4972,0.8022,0.305,0.87,0.75,0.67,0.8988,0.9822,0.0834,0.989,0.977,0.965,-0.8272,876,0.33,MotionFiLM,2
74,block5_slice10_phase03,0.3705,0.7555,0.385,0.8055,0.9329,0.1274,-0.1429,0.7976,0.9405,0.8852,0.9658,0.0806,0.7252,0.9591,0.2339,0.6249,0.8715,0.2467,0.3395,0.6751,0.3356,0.796,0.606,0.51,0.8321,0.9499,0.1178,0.958,0.93,0.905,-1.855,3198,1.22,MotionFiLM,3
75,block5_slice10_phase04,0.3233,0.6839,0.3606,0.7915,0.9031,0.1116,-0.208,0.5331,0.7411,0.8678,0.956,0.0881,0.6629,0.9359,0.273,0.586,0.8116,0.2256,0.3087,0.5674,0.2588,0.532,0.435,0.396,0.8112,0.9446,0.1334,0.965,0.928,0.895,-1.6816,4347,1.66,MotionFiLM,4
76,block5_slice10_phase05,0.3479,0.7164,0.3685,0.798,0.916,0.1181,-0.1681,0.6961,0.8642,0.8817,0.9554,0.0737,0.6935,0.9475,0.254,0.6081,0.838,0.23,0.3094,0.6253,0.3159,0.722,0.538,0.455,0.8186,0.9435,0.1248,0.95,0.92,0.893,-1.6172,4006,1.53,MotionFiLM,5
77,block5_slice10_phase06,0.4081,0.7938,0.3857,0.8158,0.9512,0.1354,-0.1328,0.8745,1.0073,0.8797,0.9751,0.0954,0.7603,0.9739,0.2136,0.6428,0.9109,0.268,0.3732,0.7137,0.3405,0.783,0.636,0.555,0.8509,0.9618,0.1109,0.967,0.946,0.926,-1.9989,2493,0.95,MotionFiLM,6
78,block5_slice10_phase07,0.5056,0.836,0.3304,0.8466,0.9727,0.1262,-0.0657,0.9233,0.9889,0.8635,0.9796,0.1161,0.8522,0.9902,0.138,0.7074,0.9584,0.251,0.4481,0.7902,0.3421,0.761,0.696,0.653,0.8996,0.9821,0.0825,0.989,0.977,0.965,-0.8214,1135,0.43,MotionFiLM,7
79,block5_slice10_phase08,0.6839,0.8658,0.1819,0.9117,0.9896,0.0779,0.5332,0.9725,0.4393,0.9357,0.995,0.0592,0.9429,0.9966,0.0538,0.8285,0.9821,0.1536,0.7151,0.8634,0.1483,0.98,0.855,0.76,0.9451,0.9867,0.0416,0.981,0.977,0.974,-0.5729,25,0.01,MotionFiLM,8
80,block5_slice10_phase09,0.8185,0.873,0.0545,0.9772,0.9944,0.0172,0.7129,0.9787,0.2657,0.943,0.9932,0.0502,0.9919,0.9989,0.007,0.9658,0.9926,0.0268,0.7738,0.9192,0.1454,1.004,0.921,0.851,0.9826,0.9941,0.0115,0.995,0.992,0.988,-0.3046,31,0.01,MotionFiLM,9
81,block5_slice11_phase01,0.7085,0.8526,0.1441,0.9323,0.9906,0.0582,0.2751,0.9642,0.6891,0.8634,0.9887,0.1253,0.9678,0.9973,0.0295,0.889,0.9851,0.0961,0.56,0.8579,0.2979,0.869,0.802,0.751,0.9615,0.9898,0.0283,1.002,0.991,0.98,-0.344,36,0.01,MotionFiLM,1
82,block5_slice11_phase02,0.5111,0.8238,0.3127,0.8516,0.9752,0.1237,0.0265,0.9622,0.9357,0.8751,0.9899,0.1148,0.8532,0.9897,0.1365,0.7056,0.9571,0.2515,0.5115,0.806,0.2945,0.862,0.75,0.675,0.8986,0.9811,0.0825,0.998,0.98,0.963,-0.674,932,0.36,MotionFiLM,2
83,block5_slice11_phase03,0.3781,0.7283,0.3502,0.8072,0.9291,0.1219,-0.1154,0.8062,0.9215,0.8806,0.9657,0.0852,0.7076,0.9509,0.2432,0.6092,0.8559,0.2468,0.3658,0.6807,0.3149,0.766,0.601,0.516,0.8307,0.9512,0.1205,0.985,0.944,0.907,-1.5601,3641,1.39,MotionFiLM,3
84,block5_slice11_phase04,0.3282,0.6543,0.3261,0.7938,0.9004,0.1066,-0.149,0.5394,0.6883,0.8684,0.9564,0.088,0.6399,0.923,0.2831,0.5698,0.796,0.2262,0.3458,0.572,0.2261,0.526,0.436,0.401,0.8073,0.942,0.1347,0.98,0.933,0.89,-1.8513,4831,1.84,MotionFiLM,4
85,block5_slice11_phase05,0.3546,0.6934,0.3388,0.7995,0.9132,0.1137,-0.141,0.6532,0.7942,0.8772,0.9574,0.0802,0.6736,0.938,0.2643,0.591,0.8246,0.2337,0.3344,0.6091,0.2748,0.633,0.497,0.438,0.8183,0.9466,0.1283,0.981,0.938,0.899,-1.9636,4295,1.64,MotionFiLM,5
86,block5_slice11_phase06,0.414,0.7671,0.3531,0.8191,0.9485,0.1293,-0.0994,0.8726,0.9719,0.8767,0.9737,0.097,0.7488,0.9696,0.2207,0.6336,0.9005,0.2669,0.4062,0.7175,0.3113,0.758,0.631,0.559,0.848,0.9601,0.1121,0.981,0.951,0.923,-1.5602,2832,1.08,MotionFiLM,6
87,block5_slice11_phase07,0.5052,0.8194,0.3142,0.8516,0.9728,0.1212,-0.0143,0.9001,0.9144,0.8603,0.9772,0.1169,0.8515,0.9893,0.1377,0.709,0.9557,0.2467,0.4614,0.7715,0.31,0.738,0.67,0.628,0.8994,0.9799,0.0804,1.005,0.982,0.961,-0.667,1137,0.43,MotionFiLM,7
88,block5_slice11_phase08,0.6761,0.8516,0.1755,0.9141,0.9899,0.0758,0.5239,0.9761,0.4522,0.9284,0.9951,0.0667,0.9449,0.9963,0.0514,0.8341,0.9815,0.1474,0.7285,0.8597,0.1312,0.982,0.852,0.754,0.9458,0.9884,0.0426,0.994,0.985,0.977,-0.566,34,0.01,MotionFiLM,8
89,block5_slice11_phase09,0.8064,0.8608,0.0544,0.977,0.9947,0.0177,0.7066,0.9792,0.2726,0.9369,0.9928,0.0559,0.9917,0.9988,0.0071,0.9655,0.9926,0.0271,0.7672,0.9059,0.1387,1.006,0.909,0.828,0.9823,0.9939,0.0116,1.0,0.994,0.988,-0.2166,30,0.01,MotionFiLM,9
90,block5_slice12_phase01,0.6997,0.839,0.1393,0.9319,0.9903,0.0584,0.2507,0.9517,0.7011,0.8478,0.9872,0.1395,0.9668,0.9968,0.03,0.8859,0.9837,0.0978,0.543,0.8504,0.3075,0.85,0.786,0.74,0.9297,0.9481,0.0184,0.904,0.902,0.901,-0.197,12,0.0,MotionFiLM,1
91,block5_slice12_phase02,0.512,0.803,0.291,0.851,0.971,0.1201,0.0644,0.9561,0.8917,0.8693,0.9884,0.1191,0.8406,0.9867,0.1461,0.6892,0.9428,0.2536,0.5345,0.807,0.2725,0.856,0.749,0.676,0.8886,0.9731,0.0845,0.967,0.957,0.948,-0.7755,1038,0.4,MotionFiLM,2
92,block5_slice12_phase03,0.3854,0.7089,0.3235,0.8055,0.9232,0.1177,-0.0765,0.7853,0.8618,0.8728,0.9654,0.0926,0.68,0.9387,0.2588,0.5805,0.8327,0.2522,0.4064,0.7061,0.2997,0.749,0.618,0.546,0.826,0.9429,0.1169,0.995,0.941,0.892,-1.8781,4422,1.69,MotionFiLM,3
93,block5_slice12_phase04,0.3345,0.6322,0.2977,0.7947,0.8958,0.1011,-0.0688,0.5321,0.6009,0.8663,0.9513,0.085,0.6133,0.9078,0.2945,0.551,0.7744,0.2233,0.3802,0.5749,0.1947,0.544,0.444,0.403,0.8026,0.9298,0.1272,1.006,0.933,0.869,-2.2704,5284,2.02,MotionFiLM,4
94,block5_slice12_phase05,0.3624,0.6693,0.3069,0.7994,0.909,0.1096,-0.1055,0.6739,0.7794,0.8693,0.9583,0.0889,0.6471,0.9241,0.277,0.5679,0.8035,0.2355,0.3618,0.6119,0.2501,0.574,0.482,0.441,0.8128,0.9367,0.1239,0.987,0.931,0.881,-2.0954,4848,1.85,MotionFiLM,5
95,block5_slice12_phase06,0.418,0.7436,0.3255,0.8168,0.9408,0.124,-0.0497,0.8287,0.8783,0.8713,0.9704,0.0991,0.7235,0.9589,0.2354,0.6046,0.8751,0.2705,0.4488,0.724,0.2752,0.71,0.619,0.567,0.8438,0.9531,0.1094,1.003,0.955,0.91,-1.4137,3413,1.3,MotionFiLM,6
96,block5_slice12_phase07,0.5006,0.7955,0.2949,0.8502,0.968,0.1178,0.0457,0.8368,0.7912,0.8515,0.9723,0.1209,0.838,0.9861,0.148,0.6903,0.9408,0.2505,0.4665,0.7523,0.2858,0.707,0.642,0.603,0.8888,0.9729,0.084,0.969,0.958,0.947,-0.7057,1280,0.49,MotionFiLM,7
97,block5_slice12_phase08,0.67,0.836,0.1659,0.9143,0.9887,0.0744,0.5272,0.9779,0.4507,0.9198,0.9948,0.075,0.944,0.9955,0.0516,0.8312,0.978,0.1468,0.7483,0.8571,0.1088,0.977,0.847,0.75,0.921,0.9545,0.0335,0.914,0.914,0.913,-0.2905,21,0.01,MotionFiLM,8
98,block5_slice12_phase09,0.7957,0.8482,0.0525,0.9769,0.9948,0.018,0.692,0.9784,0.2864,0.9273,0.9925,0.0652,0.9916,0.9987,0.0071,0.9659,0.9925,0.0266,0.7641,0.909,0.1449,0.997,0.908,0.833,0.9812,0.9923,0.0111,0.997,0.991,0.985,0.031,0,0.0,MotionFiLM,9
99,block5_slice13_phase01,0.6915,0.8259,0.1344,0.929,0.9882,0.0592,0.2312,0.9318,0.7006,0.8252,0.9847,0.1595,0.9642,0.9961,0.0319,0.8744,0.9785,0.1041,0.5202,0.8497,0.3296,0.815,0.771,0.739,0.941,0.9803,0.0393,1.029,0.995,0.961,-0.1575,46,0.02,MotionFiLM,1
100,block5_slice13_phase02,0.5158,0.7886,0.2728,0.8439,0.9653,0.1214,0.1187,0.936,0.8173,0.857,0.9843,0.1273,0.82,0.9807,0.1607,0.6502,0.9229,0.2727,0.5491,0.8083,0.2593,0.834,0.741,0.678,0.7666,0.842,0.0754,0.833,0.772,0.727,-1.0161,907,0.35,MotionFiLM,2
101,block5_slice13_phase03,0.4008,0.6997,0.2989,0.8021,0.919,0.1169,-0.0302,0.7854,0.8156,0.8562,0.964,0.1078,0.6572,0.9319,0.2747,0.545,0.812,0.2671,0.441,0.7073,0.2663,0.716,0.607,0.547,0.7088,0.8676,0.1588,0.871,0.812,0.766,-2.0174,3771,1.44,MotionFiLM,3
102,block5_slice13_phase04,0.3534,0.6399,0.2865,0.7932,0.8938,0.1007,0.0315,0.5965,0.565,0.858,0.946,0.088,0.597,0.9031,0.3061,0.5262,0.758,0.2318,0.4015,0.5782,0.1768,0.501,0.434,0.407,0.6734,0.8451,0.1717,0.874,0.792,0.732,-2.127,4611,1.76,MotionFiLM,4
103,block5_slice13_phase05,0.379,0.6687,0.2898,0.7978,0.907,0.1092,-0.0516,0.7036,0.7552,0.8546,0.9563,0.1016,0.6285,0.9175,0.289,0.5404,0.7867,0.2463,0.4108,0.6193,0.2086,0.556,0.482,0.449,0.6877,0.8573,0.1696,0.85,0.793,0.75,-2.0275,4147,1.58,MotionFiLM,5
104,block5_slice13_phase06,0.4283,0.7265,0.2982,0.8115,0.9339,0.1224,0.0095,0.759,0.7495,0.858,0.9622,0.1042,0.6974,0.9506,0.2532,0.5628,0.85,0.2871,0.4794,0.6942,0.2149,0.642,0.57,0.532,0.7181,0.8655,0.1474,0.868,0.808,0.763,-1.7632,2830,1.08,MotionFiLM,6
105,block5_slice13_phase07,0.5,0.7792,0.2792,0.8419,0.9616,0.1197,0.0964,0.7418,0.6454,0.8353,0.9632,0.1279,0.8162,0.9798,0.1636,0.6481,0.9198,0.2716,0.4522,0.7162,0.2641,0.629,0.583,0.558,0.7644,0.839,0.0746,0.827,0.767,0.723,-0.8916,1154,0.44,MotionFiLM,7
106,block5_slice13_phase08,0.6675,0.8236,0.1561,0.9111,0.9853,0.0742,0.549,0.9783,0.4292,0.9083,0.9939,0.0857,0.9392,0.9937,0.0545,0.8158,0.9694,0.1537,0.7488,0.8586,0.1097,0.971,0.846,0.752,0.9158,0.9699,0.0541,1.047,0.992,0.941,0.0315,0,0.0,MotionFiLM,8
107,block5_slice13_phase09,0.7871,0.8372,0.0501,0.9756,0.9943,0.0188,0.667,0.9755,0.3085,0.9103,0.9915,0.0812,0.9915,0.9986,0.0071,0.9641,0.9911,0.0271,0.7521,0.9167,0.1645,0.988,0.911,0.846,0.9701,0.9849,0.0148,0.985,0.977,0.97,0.0913,0,0.0,MotionFiLM,9
108,block5_slice14_phase01,0.7053,0.8282,0.1229,0.927,0.9864,0.0593,0.2157,0.8983,0.6826,0.7978,0.9806,0.1828,0.9597,0.9948,0.0351,0.8536,0.9721,0.1185,0.5026,0.8182,0.3156,0.757,0.719,0.692,0.8292,0.8313,0.0021,0.711,0.711,0.711,-0.3232,186,0.07,MotionFiLM,1
109,block5_slice14_phase02,0.5455,0.7892,0.2437,0.8415,0.9625,0.121,0.1914,0.9112,0.7198,0.8375,0.9795,0.1419,0.8023,0.9753,0.1731,0.6048,0.9059,0.3011,0.557,0.7994,0.2424,0.776,0.71,0.666,0.7775,0.8709,0.0934,0.863,0.811,0.771,-0.6847,987,0.38,MotionFiLM,2
110,block5_slice14_phase03,0.4464,0.708,0.2615,0.8032,0.9184,0.1153,0.0396,0.7869,0.7473,0.8357,0.9567,0.121,0.6471,0.9324,0.2853,0.5057,0.7988,0.2931,0.4703,0.6659,0.1956,0.654,0.551,0.499,0.7898,0.9132,0.1235,1.115,0.966,0.84,-1.8231,2968,1.13,MotionFiLM,3
111,block5_slice14_phase04,0.4072,0.6568,0.2496,0.7933,0.8918,0.0984,0.1548,0.6528,0.498,0.8484,0.9344,0.0859,0.59,0.9024,0.3124,0.4865,0.736,0.2495,0.4338,0.543,0.1091,0.417,0.385,0.373,0.7664,0.8901,0.1237,1.149,0.956,0.802,-1.7178,3666,1.4,MotionFiLM,4
112,block5_slice14_phase05,0.4277,0.6848,0.2571,0.7992,0.9057,0.1065,0.0242,0.7191,0.6949,0.8364,0.9473,0.111,0.6193,0.917,0.2977,0.5028,0.7678,0.265,0.4445,0.5908,0.1463,0.517,0.448,0.419,0.7751,0.8984,0.1233,1.139,0.961,0.816,-1.8208,3263,1.24,MotionFiLM,5
113,block5_slice14_phase06,0.4697,0.7305,0.2608,0.8122,0.9319,0.1198,0.0892,0.7287,0.6394,0.8393,0.9502,0.1109,0.6834,0.948,0.2646,0.5228,0.8353,0.3125,0.4858,0.6447,0.1589,0.575,0.508,0.476,0.7278,0.8669,0.1391,0.855,0.804,0.765,-1.485,2449,0.93,MotionFiLM,6
114,block5_slice14_phase07,0.5305,0.7792,0.2487,0.8384,0.9584,0.1199,0.1495,0.7264,0.577,0.8194,0.9561,0.1368,0.7975,0.9745,0.177,0.5994,0.9013,0.302,0.4276,0.6773,0.2498,0.58,0.535,0.512,0.7767,0.873,0.0963,0.868,0.815,0.775,-0.7164,1157,0.44,MotionFiLM,7
115,block5_slice14_phase08,0.69,0.8283,0.1383,0.9093,0.9842,0.0749,0.5937,0.9824,0.3887,0.8939,0.9929,0.099,0.9327,0.9919,0.0592,0.7896,0.9622,0.1727,0.7423,0.8629,0.1206,0.96,0.846,0.759,0.8341,0.8416,0.0075,0.727,0.727,0.727,0.0395,0,0.0,MotionFiLM,8
116,block5_slice14_phase09,0.7951,0.8413,0.0462,0.9739,0.9935,0.0197,0.6452,0.9757,0.3305,0.8859,0.9899,0.104,0.991,0.9983,0.0073,0.9582,0.9888,0.0306,0.728,0.9218,0.1938,0.967,0.907,0.855,0.9725,0.9868,0.0143,1.01,0.992,0.974,0.1076,0,0.0,MotionFiLM,9
117,block5_slice15_phase01,0.72,0.8315,0.1115,0.9294,0.9862,0.0568,0.2087,0.8465,0.6378,0.7998,0.9713,0.1715,0.9537,0.9939,0.0402,0.8355,0.9698,0.1343,0.476,0.7754,0.2993,0.679,0.651,0.633,0.8822,0.9373,0.0552,1.085,0.977,0.882,-0.1116,96,0.04,MotionFiLM,1
118,block5_slice15_phase02,0.5777,0.7936,0.2159,0.848,0.9622,0.1142,0.2971,0.8753,0.5782,0.8417,0.9715,0.1299,0.7924,0.9726,0.1802,0.5857,0.8978,0.3121,0.5664,0.7358,0.1695,0.663,0.612,0.582,0.5939,0.6441,0.0502,1.828,0.911,0.475,-0.678,889,0.34,MotionFiLM,2
119,block5_slice15_phase03,0.4915,0.7191,0.2276,0.812,0.9174,0.1054,0.1759,0.7933,0.6174,0.8459,0.951,0.1051,0.6381,0.9236,0.2855,0.4851,0.7787,0.2936,0.5081,0.6451,0.137,0.558,0.503,0.476,0.5348,0.5753,0.0405,2.202,0.921,0.404,-1.442,2426,0.93,MotionFiLM,3
120,block5_slice15_phase04,0.4565,0.6707,0.2142,0.8025,0.8894,0.0869,0.2904,0.6599,0.3695,0.8642,0.9173,0.0532,0.5801,0.8865,0.3064,0.4633,0.7034,0.2401,0.4595,0.4763,0.0168,0.367,0.326,0.313,0.4138,0.417,0.0032,1.741,0.572,0.263,-1.5252,3190,1.22,MotionFiLM,4
121,block5_slice15_phase05,0.4738,0.6968,0.2231,0.8082,0.903,0.0948,0.1623,0.767,0.6046,0.8446,0.945,0.1004,0.6076,0.9042,0.2965,0.4803,0.737,0.2567,0.4751,0.5924,0.1174,0.475,0.437,0.421,0.4107,0.4154,0.0047,1.665,0.554,0.262,-1.4838,2907,1.11,MotionFiLM,5
122,block5_slice15_phase06,0.5126,0.7423,0.2298,0.8211,0.9325,0.1114,0.221,0.756,0.535,0.846,0.9471,0.1011,0.6765,0.9413,0.2648,0.5076,0.8234,0.3158,0.504,0.6294,0.1254,0.529,0.481,0.459,0.5586,0.6043,0.0457,1.875,0.869,0.433,-1.6417,1888,0.72,MotionFiLM,6
123,block5_slice15_phase07,0.5613,0.7822,0.221,0.8443,0.9586,0.1143,0.2191,0.7434,0.5242,0.8286,0.95,0.1215,0.7882,0.972,0.1838,0.5778,0.8928,0.315,0.4175,0.6193,0.2018,0.515,0.469,0.449,0.5932,0.641,0.0478,1.846,0.912,0.472,-0.6882,953,0.36,MotionFiLM,7
124,block5_slice15_phase08,0.7083,0.8338,0.1254,0.9128,0.9857,0.073,0.6534,0.9855,0.3321,0.8933,0.993,0.0997,0.9259,0.9913,0.0654,0.7715,0.9623,0.1908,0.7436,0.8741,0.1305,0.927,0.842,0.776,0.6413,0.6748,0.0335,1.898,0.978,0.509,-0.0904,18,0.01,MotionFiLM,8
125,block5_slice15_phase09,0.8022,0.8464,0.0442,0.9741,0.9934,0.0192,0.6425,0.9705,0.328,0.8784,0.9892,0.1108,0.9896,0.9978,0.0082,0.9512,0.9862,0.035,0.7049,0.9088,0.2039,0.921,0.873,0.833,0.9445,0.9694,0.0248,1.034,0.986,0.941,-0.0208,3,0.0,MotionFiLM,9
126,block5_slice16_phase01,0.7301,0.8326,0.1025,0.9343,0.986,0.0517,0.2227,0.8323,0.6097,0.8298,0.9621,0.1323,0.9481,0.9931,0.045,0.8268,0.9675,0.1406,0.443,0.7289,0.2859,0.642,0.598,0.573,0.9129,0.9577,0.0447,1.036,0.975,0.919,-0.2252,107,0.04,MotionFiLM,1
127,block5_slice16_phase02,0.6036,0.8006,0.1971,0.8595,0.9594,0.0998,0.4098,0.8629,0.4531,0.8681,0.964,0.0959,0.7859,0.9639,0.178,0.5927,0.8847,0.292,0.5391,0.6873,0.1482,0.565,0.538,0.524,0.7924,0.895,0.1026,0.87,0.837,0.81,-0.9147,906,0.35,MotionFiLM,2
128,block5_slice16_phase03,0.5261,0.7356,0.2095,0.8263,0.9184,0.0921,0.3685,0.8044,0.4359,0.8744,0.9488,0.0744,0.627,0.9049,0.2779,0.4923,0.7643,0.272,0.5084,0.5957,0.0873,0.451,0.432,0.424,0.7104,0.7614,0.051,0.896,0.722,0.615,-1.6858,2394,0.91,MotionFiLM,3
129,block5_slice16_phase04,0.496,0.6879,0.1919,0.8167,0.8918,0.0751,0.3422,0.5608,0.2187,0.8843,0.9037,0.0193,0.5725,0.8662,0.2937,0.468,0.6905,0.2225,0.4621,0.4263,-0.0358,0.371,0.292,0.271,0.7862,0.8288,0.0426,1.23,0.924,0.708,-1.8931,3284,1.25,MotionFiLM,4
130,block5_slice16_phase05,0.5107,0.7147,0.2041,0.8217,0.9051,0.0834,0.3509,0.7904,0.4395,0.8685,0.9434,0.075,0.5972,0.8853,0.2881,0.4833,0.7231,0.2398,0.5019,0.564,0.0621,0.417,0.4,0.393,0.7913,0.8309,0.0395,1.235,0.928,0.711,-1.8691,2812,1.07,MotionFiLM,5
