Index,Pairname,NCC_Before,NCC_After,NCC_Delta,SSIM_Before,SSIM_After,SSIM_Delta,NCC_HeartROI_Before,NCC_HeartROI_After,NCC_HeartROI_Delta,SSIM_HeartROI_Before,SSIM_HeartROI_After,SSIM_HeartROI_Delta,NCC_LiverROI_Before,NCC_LiverROI_After,NCC_LiverROI_Delta,SSIM_LiverROI_Before,SSIM_LiverROI_After,SSIM_LiverROI_Delta,Dice_Heart_Before,Dice_Heart_After,Dice_Heart_Delta,Dice_Heart_Cov,Dice_Heart_Rec,Dice_Heart_IoU,Dice_Liver_Before,Dice_Liver_After,Dice_Liver_Delta,Dice_Liver_Cov,Dice_Liver_Rec,Dice_Liver_IoU,Min_Jac,N_Foldings,Jac_Neg_Ratio,Method,Phase
4,block5_slice02_phase05,0.3497,0.8562,0.5065,0.7875,0.9433,0.1558,0.4883,0.9093,0.4209,0.9377,0.9862,0.0485,0.7304,0.962,0.2316,0.6709,0.9089,0.238,0.5244,0.6357,0.1112,0.495,0.475,0.466,0.8151,0.9411,0.126,1.04,0.96,0.889,-1.7928,1578,0.6,MultiPhase,5
5,block5_slice02_phase06,0.4382,0.9076,0.4694,0.8098,0.9647,0.155,0.5838,0.9477,0.3639,0.9432,0.9895,0.0463,0.785,0.9751,0.1901,0.7058,0.944,0.2381,0.556,0.6626,0.1066,0.516,0.502,0.495,0.8436,0.9424,0.0988,1.002,0.943,0.891,-1.3155,1165,0.44,MultiPhase,6
6,block5_slice02_phase07,0.5927,0.9376,0.3449,0.8576,0.9816,0.124,0.6514,0.9714,0.32,0.9437,0.9882,0.0445,0.8746,0.9919,0.1173,0.7818,0.9749,0.193,0.6467,0.7015,0.0547,0.562,0.548,0.54,0.8873,0.9583,0.071,0.965,0.941,0.92,-0.3975,464,0.18,MultiPhase,7
7,block5_slice02_phase08,0.8112,0.9544,0.1432,0.9381,0.9934,0.0553,0.9036,0.9856,0.082,0.9872,0.9973,0.01,0.9604,0.9983,0.0379,0.8941,0.9921,0.098,0.6851,0.7179,0.0329,0.63,0.585,0.56,0.9413,0.9782,0.037,0.961,0.959,0.957,0.1389,0,0.0,MultiPhase,8
8,block5_slice02_phase09,0.9246,0.9631,0.0385,0.987,0.9969,0.0099,0.9551,0.9941,0.039,0.9911,0.9965,0.0054,0.9944,0.9997,0.0053,0.9777,0.9975,0.0199,0.9387,0.9613,0.0226,0.956,0.94,0.925,0.9782,0.9908,0.0126,0.982,0.982,0.982,0.347,0,0.0,MultiPhase,9
9,block5_slice03_phase01,0.8204,0.9393,0.1188,0.9537,0.993,0.0393,0.8064,0.9857,0.1793,0.9652,0.9919,0.0267,0.9745,0.999,0.0245,0.9238,0.9935,0.0696,0.892,0.9565,0.0645,0.949,0.932,0.917,0.9547,0.9812,0.0265,0.964,0.963,0.963,0.1827,0,0.0,MultiPhase,1
10,block5_slice03_phase02,0.5679,0.9222,0.3542,0.8526,0.9806,0.1279,0.6864,0.9831,0.2967,0.9531,0.9951,0.0419,0.8624,0.9924,0.13,0.7599,0.9706,0.2107,0.5949,0.6728,0.0778,0.538,0.517,0.507,0.886,0.9702,0.0842,1.002,0.971,0.942,-0.637,530,0.2,MultiPhase,2
11,block5_slice03_phase03,0.3663,0.8676,0.5013,0.7938,0.9488,0.155,0.4413,0.9294,0.4881,0.9356,0.9902,0.0546,0.7317,0.9624,0.2307,0.6613,0.9147,0.2534,0.5254,0.6318,0.1063,0.508,0.476,0.462,0.8248,0.9337,0.1089,1.031,0.948,0.876,-1.6089,1220,0.47,MultiPhase,3
12,block5_slice03_phase04,0.2908,0.805,0.5142,0.7774,0.9231,0.1457,0.2165,0.9292,0.7127,0.8972,0.98,0.0828,0.6921,0.9437,0.2517,0.639,0.8733,0.2343,0.5298,0.623,0.0932,0.503,0.468,0.452,0.8051,0.929,0.1239,1.054,0.954,0.867,-1.1552,1456,0.56,MultiPhase,4
13,block5_slice03_phase05,0.3305,0.8413,0.5107,0.7855,0.9372,0.1517,0.3698,0.9279,0.5581,0.9276,0.9893,0.0617,0.7086,0.9542,0.2455,0.6491,0.8956,0.2465,0.5233,0.6281,0.1049,0.503,0.472,0.458,0.8138,0.9356,0.1218,1.085,0.975,0.879,-1.4455,1382,0.53,MultiPhase,5
14,block5_slice03_phase06,0.4068,0.8901,0.4833,0.8031,0.9579,0.1548,0.5019,0.9649,0.463,0.9336,0.9923,0.0587,0.7623,0.9678,0.2055,0.6777,0.9296,0.2518,0.5498,0.6501,0.1003,0.517,0.493,0.482,0.8411,0.9428,0.1017,1.052,0.967,0.892,-1.7745,982,0.37,MultiPhase,6
15,block5_slice03_phase07,0.5487,0.9186,0.3699,0.8492,0.979,0.1298,0.5698,0.9721,0.4022,0.9293,0.988,0.0587,0.8619,0.9923,0.1303,0.759,0.9701,0.2111,0.6283,0.6753,0.047,0.539,0.52,0.51,0.8867,0.9701,0.0834,1.003,0.971,0.942,-0.6132,515,0.2,MultiPhase,7
16,block5_slice03_phase08,0.7859,0.938,0.1522,0.9342,0.9926,0.0584,0.896,0.9923,0.0963,0.9848,0.9983,0.0135,0.9563,0.9984,0.0421,0.8857,0.9913,0.1056,0.6638,0.7028,0.039,0.612,0.567,0.542,0.94,0.982,0.042,0.966,0.965,0.965,0.0724,0,0.0,MultiPhase,8
17,block5_slice03_phase09,0.8998,0.9462,0.0464,0.9857,0.9964,0.0106,0.9418,0.9935,0.0517,0.9883,0.9964,0.0082,0.994,0.9996,0.0057,0.9772,0.9971,0.0199,0.9392,0.9716,0.0324,0.982,0.963,0.945,0.9773,0.9885,0.0112,0.977,0.977,0.977,0.3434,0,0.0,MultiPhase,9
18,block5_slice04_phase01,0.7836,0.9162,0.1326,0.9484,0.992,0.0437,0.746,0.9747,0.2287,0.954,0.9899,0.0359,0.9722,0.9989,0.0267,0.9166,0.9923,0.0757,0.4641,0.4503,-0.0137,2.917,0.882,0.291,0.9563,0.9889,0.0326,0.979,0.979,0.978,0.1849,0,0.0,MultiPhase,1
19,block5_slice04_phase02,0.5271,0.9005,0.3733,0.8416,0.9788,0.1372,0.6061,0.9781,0.372,0.9448,0.9947,0.0499,0.8446,0.9923,0.1477,0.7268,0.9655,0.2387,0.4276,0.5464,0.1187,1.628,0.718,0.376,0.8869,0.9766,0.0897,1.01,0.982,0.954,-1.0698,561,0.21,MultiPhase,2
20,block5_slice04_phase03,0.3435,0.8449,0.5014,0.7899,0.9485,0.1586,0.2768,0.9184,0.6416,0.9265,0.9898,0.0633,0.7096,0.958,0.2485,0.6385,0.9102,0.2718,0.2694,0.4917,0.2223,1.537,0.624,0.326,0.8255,0.9354,0.1099,1.045,0.957,0.879,-1.2978,1116,0.43,MultiPhase,3
21,block5_slice04_phase04,0.2839,0.7792,0.4952,0.7773,0.9244,0.147,0.0832,0.8982,0.815,0.8901,0.9772,0.0871,0.6793,0.9405,0.2612,0.6231,0.8712,0.2481,0.2419,0.5084,0.2665,1.473,0.629,0.341,0.8064,0.9303,0.124,1.066,0.961,0.87,-0.8718,1252,0.48,MultiPhase,4
22,block5_slice04_phase05,0.3142,0.8131,0.4989,0.7842,0.937,0.1528,0.1993,0.916,0.7167,0.9183,0.9884,0.0701,0.691,0.949,0.258,0.632,0.8911,0.259,0.244,0.5027,0.2587,1.518,0.633,0.336,0.8144,0.9332,0.1187,1.05,0.956,0.875,-0.8151,1133,0.43,MultiPhase,5
23,block5_slice04_phase06,0.3786,0.8685,0.4899,0.7971,0.9581,0.161,0.3652,0.9535,0.5884,0.9251,0.9916,0.0665,0.7395,0.9665,0.227,0.6502,0.9262,0.276,0.3133,0.5254,0.212,1.564,0.674,0.356,0.8407,0.9369,0.0961,1.03,0.951,0.881,-1.7361,1012,0.39,MultiPhase,6
24,block5_slice04_phase07,0.5072,0.8948,0.3875,0.8386,0.9769,0.1384,0.4635,0.9567,0.4932,0.9148,0.985,0.0702,0.8459,0.9923,0.1465,0.7277,0.9649,0.2373,0.4176,0.3969,-0.0207,2.762,0.747,0.248,0.8882,0.9771,0.0889,1.01,0.982,0.955,-1.0802,536,0.2,MultiPhase,7
25,block5_slice04_phase08,0.7537,0.9166,0.1629,0.9269,0.9917,0.0648,0.8654,0.9903,0.1249,0.9805,0.9983,0.0177,0.9503,0.9983,0.048,0.8692,0.9895,0.1203,0.439,0.4018,-0.0372,2.912,0.786,0.251,0.9395,0.9919,0.0524,0.997,0.99,0.984,0.034,0,0.0,MultiPhase,8
26,block5_slice04_phase09,0.8721,0.9242,0.0521,0.9839,0.9955,0.0116,0.9213,0.9893,0.0679,0.9849,0.9959,0.011,0.9935,0.9995,0.006,0.9761,0.996,0.0199,0.4778,0.4671,-0.0108,2.975,0.928,0.305,0.9791,0.9926,0.0135,0.987,0.986,0.985,0.3323,0,0.0,MultiPhase,9
27,block5_slice05_phase01,0.7572,0.8997,0.1424,0.9423,0.9908,0.0484,0.6733,0.9706,0.2973,0.9405,0.9874,0.047,0.9686,0.9985,0.0299,0.9051,0.9897,0.0846,0.3492,0.5213,0.1721,2.575,0.932,0.352,0.9581,0.9906,0.0325,0.983,0.982,0.981,0.0635,0,0.0,MultiPhase,1
28,block5_slice05_phase02,0.5077,0.8836,0.3759,0.8346,0.9789,0.1443,0.4876,0.9697,0.4822,0.936,0.9935,0.0575,0.8271,0.9915,0.1645,0.6979,0.9634,0.2655,0.4103,0.7577,0.3474,1.398,0.908,0.61,0.8849,0.9719,0.087,0.956,0.951,0.945,-0.9767,677,0.26,MultiPhase,2
29,block5_slice05_phase03,0.339,0.8368,0.4977,0.7882,0.9547,0.1665,0.1014,0.9258,0.8243,0.9176,0.9909,0.0733,0.6969,0.9618,0.2648,0.6218,0.9163,0.2944,0.2787,0.7578,0.479,1.359,0.894,0.61,0.8259,0.9377,0.1118,1.028,0.951,0.883,-0.4771,1289,0.49,MultiPhase,3
30,block5_slice05_phase04,0.2859,0.7712,0.4853,0.7763,0.9296,0.1533,-0.0739,0.8648,0.9386,0.8846,0.9739,0.0893,0.675,0.9451,0.2701,0.6075,0.8773,0.2698,0.113,0.6902,0.5772,1.229,0.769,0.527,0.8106,0.9373,0.1267,1.076,0.973,0.882,-1.1631,1739,0.66,MultiPhase,4
31,block5_slice05_phase05,0.3125,0.807,0.4945,0.7834,0.9422,0.1588,0.0235,0.9215,0.8979,0.9095,0.9879,0.0784,0.6825,0.9517,0.2692,0.6177,0.895,0.2773,0.2317,0.7462,0.5145,1.346,0.875,0.595,0.8176,0.9396,0.122,1.069,0.972,0.886,-0.7134,1468,0.56,MultiPhase,5
32,block5_slice05_phase06,0.3763,0.8589,0.4826,0.7949,0.9636,0.1687,0.1871,0.9481,0.761,0.9167,0.991,0.0743,0.7252,0.9712,0.246,0.6305,0.9328,0.3023,0.3012,0.7642,0.4631,1.344,0.896,0.618,0.8416,0.9442,0.1026,1.026,0.956,0.894,-0.9605,1097,0.42,MultiPhase,6
33,block5_slice05_phase07,0.4907,0.8806,0.3899,0.8313,0.9771,0.1458,0.3312,0.9572,0.626,0.9034,0.9843,0.0809,0.8293,0.9916,0.1623,0.6992,0.9633,0.264,0.2284,0.5307,0.3023,2.464,0.919,0.361,0.8867,0.9717,0.085,0.955,0.95,0.945,-0.9575,659,0.25,MultiPhase,7
34,block5_slice05_phase08,0.7333,0.9029,0.1696,0.9193,0.9912,0.0718,0.827,0.9878,0.1609,0.9767,0.9978,0.0211,0.9425,0.9977,0.0552,0.8475,0.9866,0.1391,0.426,0.5474,0.1214,2.582,0.98,0.377,0.9369,0.974,0.0371,0.95,0.949,0.949,-0.1171,36,0.01,MultiPhase,8
35,block5_slice05_phase09,0.854,0.9117,0.0576,0.9823,0.9952,0.0128,0.8934,0.9859,0.0925,0.9801,0.9953,0.0152,0.9928,0.9994,0.0066,0.9736,0.9951,0.0215,0.4363,0.5231,0.0868,2.615,0.946,0.354,0.9794,0.9912,0.0118,0.983,0.983,0.983,0.437,0,0.0,MultiPhase,9
36,block5_slice06_phase01,0.7449,0.896,0.1511,0.9386,0.991,0.0524,0.5801,0.9792,0.3991,0.9261,0.9869,0.0607,0.9657,0.9983,0.0326,0.8976,0.9893,0.0917,0.5246,0.6658,0.1412,1.71,0.902,0.499,0.9577,0.983,0.0253,0.967,0.967,0.967,0.1558,0,0.0,MultiPhase,1
37,block5_slice06_phase02,0.5076,0.8789,0.3713,0.8325,0.9802,0.1477,0.3249,0.9754,0.6505,0.9243,0.9936,0.0692,0.8208,0.9926,0.1718,0.6831,0.968,0.2848,0.5372,0.845,0.3078,0.914,0.809,0.732,0.8855,0.9699,0.0844,0.946,0.944,0.942,-0.9405,571,0.22,MultiPhase,2
38,block5_slice06_phase03,0.338,0.8367,0.4987,0.7868,0.9604,0.1736,-0.0401,0.9418,0.982,0.909,0.9901,0.081,0.6963,0.9689,0.2726,0.611,0.9271,0.3161,0.3152,0.787,0.4718,0.915,0.753,0.649,0.8276,0.9462,0.1187,1.021,0.956,0.898,-0.9494,1946,0.74,MultiPhase,3
39,block5_slice06_phase04,0.2917,0.7721,0.4804,0.7742,0.9299,0.1557,-0.2054,0.811,1.0164,0.8774,0.9669,0.0895,0.6733,0.9469,0.2736,0.5947,0.8743,0.2797,0.2497,0.747,0.4973,0.828,0.683,0.596,0.8102,0.9378,0.1276,1.042,0.958,0.883,-1.9095,2345,0.89,MultiPhase,4
40,block5_slice06_phase05,0.3127,0.8087,0.496,0.781,0.9459,0.1649,-0.1122,0.9314,1.0436,0.9006,0.9862,0.0857,0.6819,0.957,0.2751,0.6054,0.9001,0.2947,0.2735,0.7741,0.5006,0.883,0.729,0.631,0.8166,0.9401,0.1236,1.029,0.954,0.887,-1.3272,2171,0.83,MultiPhase,5
41,block5_slice06_phase06,0.3779,0.8581,0.4802,0.795,0.969,0.174,0.0141,0.9545,0.9404,0.907,0.99,0.0829,0.7238,0.9781,0.2543,0.621,0.9437,0.3226,0.3567,0.8025,0.4457,0.905,0.764,0.67,0.8438,0.9544,0.1107,1.018,0.963,0.913,-1.5272,1668,0.64,MultiPhase,6
42,block5_slice06_phase07,0.4923,0.8779,0.3856,0.8295,0.9787,0.1492,0.1605,0.9729,0.8125,0.8931,0.9855,0.0924,0.8231,0.9927,0.1697,0.6849,0.9683,0.2834,0.4492,0.6248,0.1755,1.654,0.829,0.454,0.887,0.9692,0.0822,0.945,0.943,0.94,-0.9143,521,0.2,MultiPhase,7
43,block5_slice06_phase08,0.7224,0.8988,0.1764,0.9149,0.9917,0.0767,0.7761,0.9887,0.2126,0.9716,0.9976,0.026,0.9364,0.9976,0.0612,0.8316,0.9863,0.1547,0.6136,0.6501,0.0365,1.737,0.889,0.482,0.9355,0.9694,0.034,0.941,0.941,0.941,-0.0954,18,0.01,MultiPhase,8
44,block5_slice06_phase09,0.8421,0.9068,0.0647,0.9811,0.9951,0.014,0.8551,0.9875,0.1324,0.9738,0.9948,0.0209,0.9922,0.9994,0.0072,0.9708,0.9946,0.0238,0.6171,0.6835,0.0664,1.757,0.942,0.519,0.98,0.9907,0.0108,0.982,0.982,0.982,0.4251,0,0.0,MultiPhase,9
45,block5_slice07_phase01,0.742,0.8929,0.1509,0.9357,0.9914,0.0557,0.4733,0.9842,0.5109,0.9123,0.9877,0.0754,0.9654,0.9986,0.0332,0.892,0.9908,0.0988,0.6394,0.9106,0.2711,0.925,0.877,0.836,0.955,0.974,0.019,0.949,0.949,0.949,0.1999,0,0.0,MultiPhase,1
46,block5_slice07_phase02,0.5087,0.8759,0.3673,0.8339,0.9816,0.1477,0.1748,0.9807,0.8059,0.9119,0.994,0.0821,0.8246,0.9941,0.1695,0.6783,0.9716,0.2934,0.5037,0.846,0.3423,0.97,0.833,0.733,0.8908,0.9791,0.0883,0.967,0.963,0.959,-1.0939,890,0.34,MultiPhase,2
47,block5_slice07_phase03,0.3456,0.8332,0.4877,0.7879,0.9572,0.1693,-0.1169,0.943,1.0599,0.9026,0.988,0.0854,0.7028,0.9713,0.2685,0.6091,0.9195,0.3104,0.2881,0.7751,0.487,0.931,0.748,0.633,0.8292,0.9537,0.1245,1.01,0.959,0.911,-1.3143,2247,0.86,MultiPhase,3
48,block5_slice07_phase04,0.3015,0.7664,0.4649,0.7742,0.924,0.1498,-0.2622,0.7433,1.0055,0.8722,0.9584,0.0862,0.672,0.9468,0.2748,0.5874,0.8601,0.2727,0.243,0.709,0.466,0.874,0.664,0.549,0.8097,0.9404,0.1308,1.025,0.952,0.888,-1.584,2472,0.94,MultiPhase,4
49,block5_slice07_phase05,0.3191,0.8038,0.4848,0.7808,0.941,0.1602,-0.18,0.9265,1.1065,0.8938,0.9839,0.0901,0.6858,0.9584,0.2726,0.6002,0.8867,0.2865,0.2589,0.7687,0.5098,0.895,0.728,0.624,0.8174,0.9431,0.1258,1.018,0.951,0.892,-1.3595,2550,0.97,MultiPhase,5
50,block5_slice07_phase06,0.3829,0.8525,0.4695,0.7978,0.9684,0.1707,-0.0941,0.959,1.0531,0.8979,0.9898,0.0919,0.7303,0.9811,0.2508,0.6214,0.9419,0.3205,0.3248,0.7946,0.4698,0.941,0.771,0.659,0.8473,0.9645,0.1172,1.02,0.974,0.931,-1.5329,2169,0.83,MultiPhase,6
51,block5_slice07_phase07,0.4935,0.8741,0.3806,0.8317,0.9802,0.1485,0.0092,0.9803,0.9711,0.8829,0.9868,0.1039,0.8261,0.9942,0.1681,0.6811,0.9718,0.2907,0.441,0.8844,0.4434,0.872,0.828,0.793,0.8891,0.9685,0.0794,0.942,0.94,0.939,-1.0749,876,0.33,MultiPhase,7
52,block5_slice07_phase08,0.712,0.8962,0.1841,0.9118,0.9928,0.081,0.7035,0.9914,0.2878,0.9633,0.9976,0.0343,0.935,0.9982,0.0632,0.8215,0.989,0.1674,0.7316,0.8908,0.1591,1.018,0.899,0.803,0.9366,0.9702,0.0336,0.942,0.942,0.942,-0.0037,1,0.0,MultiPhase,8
53,block5_slice07_phase09,0.8349,0.9013,0.0664,0.9796,0.9952,0.0156,0.8091,0.9894,0.1802,0.9665,0.9948,0.0283,0.992,0.9994,0.0073,0.9683,0.9946,0.0263,0.7937,0.9363,0.1427,0.992,0.933,0.88,0.9813,0.9918,0.0105,0.984,0.984,0.984,-0.0152,2,0.0,MultiPhase,9
54,block5_slice08_phase01,0.7348,0.8901,0.1553,0.9327,0.9914,0.0587,0.3853,0.9861,0.6007,0.8996,0.9895,0.0898,0.9654,0.9984,0.0331,0.8859,0.9896,0.1037,0.6231,0.9076,0.2845,0.922,0.872,0.831,0.9593,0.9858,0.0265,0.973,0.973,0.972,0.0108,0,0.0,MultiPhase,1
55,block5_slice08_phase02,0.5087,0.8721,0.3633,0.8373,0.9807,0.1434,0.0834,0.982,0.8986,0.9009,0.9944,0.0936,0.8321,0.9932,0.1611,0.683,0.9687,0.2857,0.5018,0.8401,0.3383,0.995,0.838,0.724,0.8929,0.979,0.0861,0.972,0.965,0.959,-0.9931,1104,0.42,MultiPhase,2
56,block5_slice08_phase03,0.3495,0.8242,0.4747,0.7923,0.9534,0.1611,-0.1448,0.9407,1.0854,0.8971,0.987,0.09,0.7148,0.9704,0.2557,0.617,0.9121,0.2951,0.3034,0.7449,0.4415,0.917,0.714,0.593,0.8305,0.9596,0.129,0.988,0.954,0.922,-1.2894,2601,0.99,MultiPhase,3
57,block5_slice08_phase04,0.3045,0.7511,0.4467,0.7776,0.9201,0.1425,-0.2628,0.6474,0.9102,0.8696,0.9493,0.0796,0.6729,0.9487,0.2758,0.5885,0.8545,0.266,0.2492,0.651,0.4017,0.842,0.6,0.483,0.8122,0.9498,0.1376,1.005,0.952,0.904,-1.4545,2961,1.13,MultiPhase,4
58,block5_slice08_phase05,0.3236,0.794,0.4704,0.7845,0.9369,0.1524,-0.1954,0.9229,1.1183,0.8895,0.9826,0.0931,0.6929,0.9587,0.2658,0.6049,0.8779,0.273,0.2753,0.7254,0.4501,0.868,0.678,0.569,0.8191,0.9519,0.1328,0.996,0.95,0.908,-1.116,2903,1.11,MultiPhase,5
59,block5_slice08_phase06,0.3853,0.8453,0.46,0.8023,0.9649,0.1627,-0.1339,0.9599,1.0938,0.8908,0.9895,0.0986,0.7423,0.9803,0.238,0.6298,0.9363,0.3066,0.3325,0.772,0.4394,0.934,0.747,0.629,0.8466,0.9664,0.1198,0.987,0.96,0.935,-1.164,2473,0.94,MultiPhase,6
60,block5_slice08_phase07,0.4977,0.8693,0.3716,0.8358,0.9796,0.1438,-0.0657,0.9846,1.0503,0.8738,0.9875,0.1136,0.8329,0.9931,0.1602,0.6866,0.9684,0.2818,0.4469,0.8797,0.4328,0.885,0.829,0.785,0.8942,0.9799,0.0857,0.971,0.966,0.961,-0.9687,1125,0.43,MultiPhase,7
61,block5_slice08_phase08,0.698,0.8914,0.1934,0.9093,0.9917,0.0824,0.6245,0.9912,0.3668,0.9531,0.9976,0.0445,0.9361,0.9978,0.0617,0.817,0.9862,0.1692,0.7315,0.8888,0.1573,1.042,0.908,0.8,0.9373,0.9712,0.0339,0.945,0.945,0.944,-0.2612,94,0.04,MultiPhase,8
62,block5_slice08_phase09,0.8321,0.8967,0.0646,0.9782,0.9952,0.017,0.7635,0.9895,0.226,0.958,0.9948,0.0368,0.992,0.9993,0.0073,0.9669,0.9948,0.028,0.7949,0.9304,0.1355,0.999,0.93,0.87,0.9821,0.9933,0.0112,0.988,0.987,0.987,-0.2355,60,0.02,MultiPhase,9
63,block5_slice09_phase01,0.7291,0.8845,0.1554,0.9312,0.9926,0.0614,0.3325,0.9917,0.6592,0.8878,0.9909,0.1031,0.9659,0.9983,0.0324,0.8838,0.9899,0.1062,0.5846,0.9148,0.3302,0.879,0.859,0.843,0.961,0.989,0.0281,0.981,0.98,0.978,-0.2228,85,0.03,MultiPhase,1
64,block5_slice09_phase02,0.512,0.8688,0.3568,0.8415,0.9818,0.1404,0.0382,0.9863,0.9481,0.8911,0.9946,0.1035,0.8435,0.9933,0.1498,0.6922,0.9704,0.2782,0.49,0.8312,0.3412,0.91,0.794,0.711,0.8954,0.9826,0.0872,0.981,0.973,0.966,-1.2023,1261,0.48,MultiPhase,2
65,block5_slice09_phase03,0.3598,0.8194,0.4597,0.7993,0.9529,0.1535,-0.1515,0.9499,1.1014,0.891,0.9875,0.0965,0.7261,0.9725,0.2464,0.6253,0.9105,0.2852,0.3172,0.7082,0.391,0.854,0.657,0.548,0.8351,0.962,0.1269,0.985,0.955,0.927,-1.1393,2895,1.1,MultiPhase,3
66,block5_slice09_phase04,0.3142,0.7453,0.4311,0.7852,0.9213,0.1361,-0.2438,0.5817,0.8255,0.868,0.9479,0.0799,0.6729,0.9536,0.2807,0.5916,0.8566,0.265,0.2715,0.6165,0.345,0.745,0.538,0.446,0.8123,0.952,0.1397,0.998,0.951,0.908,-1.2309,3328,1.27,MultiPhase,4
67,block5_slice09_phase05,0.3358,0.7888,0.453,0.792,0.9372,0.1452,-0.1884,0.9351,1.1234,0.8854,0.9838,0.0983,0.6987,0.9624,0.2637,0.6114,0.8788,0.2674,0.2914,0.691,0.3996,0.82,0.629,0.528,0.821,0.9546,0.1335,0.987,0.948,0.913,-1.0305,2947,1.12,MultiPhase,5
68,block5_slice09_phase06,0.3975,0.8455,0.448,0.8087,0.9652,0.1565,-0.1426,0.9694,1.1119,0.8847,0.9901,0.1054,0.7558,0.9814,0.2257,0.6385,0.9358,0.2973,0.3493,0.7372,0.3879,0.862,0.686,0.584,0.8509,0.9658,0.1149,0.978,0.955,0.934,-1.3711,2575,0.98,MultiPhase,6
69,block5_slice09_phase07,0.5052,0.867,0.3618,0.8405,0.9807,0.1401,-0.0848,0.9863,1.0712,0.8672,0.9877,0.1205,0.8436,0.9932,0.1496,0.6963,0.97,0.2737,0.4341,0.8501,0.416,0.82,0.773,0.739,0.897,0.9837,0.0867,0.987,0.977,0.968,-1.0849,1256,0.48,MultiPhase,7
70,block5_slice09_phase08,0.6915,0.8835,0.1921,0.9096,0.9921,0.0825,0.5642,0.992,0.4278,0.9437,0.9977,0.054,0.9392,0.9975,0.0582,0.8203,0.9865,0.1662,0.7285,0.9037,0.1752,1.006,0.906,0.824,0.9436,0.9837,0.0401,0.971,0.969,0.968,-0.5618,128,0.05,MultiPhase,8
71,block5_slice09_phase09,0.8279,0.8895,0.0616,0.9775,0.9959,0.0184,0.7286,0.9925,0.2639,0.9495,0.9951,0.0456,0.992,0.9993,0.0073,0.9663,0.9956,0.0293,0.7808,0.9446,0.1638,0.978,0.934,0.895,0.9828,0.9935,0.0107,0.988,0.988,0.987,-0.0973,75,0.03,MultiPhase,9
72,block5_slice10_phase01,0.7179,0.8758,0.158,0.9312,0.9936,0.0624,0.3016,0.9911,0.6896,0.876,0.9908,0.1148,0.9672,0.9984,0.0312,0.8868,0.9912,0.1044,0.5708,0.8858,0.3149,0.858,0.823,0.795,0.9607,0.9894,0.0287,0.981,0.98,0.979,-0.0427,10,0.0,MultiPhase,1
73,block5_slice10_phase02,0.5098,0.8611,0.3513,0.8468,0.9833,0.1365,0.0183,0.9856,0.9673,0.8819,0.9937,0.1117,0.853,0.9937,0.1407,0.7031,0.9714,0.2683,0.4972,0.7915,0.2943,0.887,0.747,0.655,0.8988,0.9833,0.0844,0.991,0.979,0.967,-1.651,1341,0.51,MultiPhase,2
74,block5_slice10_phase03,0.3705,0.8065,0.436,0.8055,0.9528,0.1473,-0.1429,0.9599,1.1028,0.8852,0.9884,0.1032,0.7252,0.9734,0.2482,0.6249,0.907,0.2821,0.3395,0.6864,0.3469,0.844,0.633,0.522,0.8321,0.9603,0.1282,0.984,0.953,0.924,-1.1117,3040,1.16,MultiPhase,3
75,block5_slice10_phase04,0.3233,0.729,0.4056,0.7915,0.9236,0.1321,-0.208,0.5501,0.7581,0.8678,0.955,0.0872,0.6629,0.9543,0.2915,0.586,0.8568,0.2708,0.3087,0.5454,0.2367,0.579,0.43,0.375,0.8112,0.9522,0.141,1.008,0.956,0.909,-1.3839,3583,1.37,MultiPhase,4
76,block5_slice10_phase05,0.3479,0.7697,0.4218,0.798,0.9381,0.1401,-0.1681,0.9411,1.1092,0.8817,0.9843,0.1027,0.6935,0.9638,0.2703,0.6081,0.8789,0.2708,0.3094,0.6689,0.3595,0.784,0.597,0.502,0.8186,0.954,0.1353,0.982,0.945,0.912,-1.2724,3213,1.23,MultiPhase,5
77,block5_slice10_phase06,0.4081,0.8379,0.4298,0.8158,0.9671,0.1513,-0.1328,0.9744,1.1072,0.8797,0.9901,0.1104,0.7603,0.983,0.2227,0.6428,0.9376,0.2948,0.3732,0.7063,0.333,0.844,0.651,0.546,0.8509,0.9684,0.1175,0.986,0.961,0.939,-1.9435,2621,1.0,MultiPhase,6
78,block5_slice10_phase07,0.5056,0.8596,0.354,0.8466,0.9824,0.1358,-0.0657,0.9863,1.0519,0.8635,0.9878,0.1243,0.8522,0.9936,0.1414,0.7074,0.9713,0.2639,0.4481,0.8307,0.3827,0.81,0.752,0.71,0.8996,0.9828,0.0832,0.99,0.978,0.966,-1.5078,1344,0.51,MultiPhase,7
79,block5_slice10_phase08,0.6839,0.8755,0.1916,0.9117,0.9936,0.082,0.5332,0.9921,0.459,0.9357,0.9974,0.0617,0.9429,0.9977,0.0548,0.8285,0.9891,0.1606,0.7151,0.8813,0.1662,0.981,0.873,0.788,0.9451,0.9846,0.0395,0.974,0.972,0.97,-0.294,102,0.04,MultiPhase,8
80,block5_slice10_phase09,0.8185,0.8802,0.0617,0.9772,0.9965,0.0193,0.7129,0.9943,0.2813,0.943,0.9951,0.0521,0.9919,0.9993,0.0075,0.9658,0.9959,0.0301,0.7738,0.9374,0.1636,0.949,0.913,0.882,0.9826,0.9939,0.0112,0.99,0.989,0.988,-0.0819,29,0.01,MultiPhase,9
